loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,Address
22500, 60 months,9.88,476.73,C,C2,Supervisor,2 years,OWN,90246.25,Source Verified,Jul-2015,Charged Off,debt_consolidation,Debt consolidation,6.12,Oct-2014,12,0,269.75,19.6,22,w,Individual,0.0,0.0,"5074 Main St
NJ 79399"
12000, 36 months,15.61,419.58,C,C2,IT Manager,10+ years,MORTGAGE,68035.85,Source Verified,Apr-2016,Fully Paid,debt_consolidation,Debt consolidation,8.21,Mar-2014,14,0,6912.53,20.7,25,w,Individual,0.0,1.0,"2208 Main St
ME 60034"
1500, 36 months,15.83,52.61,D,D4,Chef,7 years,MORTGAGE,44579.56,Verified,Apr-2016,Charged Off,debt_consolidation,Debt consolidation,9.65,Dec-1995,17,0,31524.5,33.7,29,w,Individual,4.0,0.0,"4787 Main St
LA 58984"
11500, 36 months,6.58,352.88,B,B2,Manager,10+ years,RENT,106684.4,Not Verified,Dec-2016,Fully Paid,debt_consolidation,Debt consolidation,20.9,Oct-2003,7,0,2123.17,6.8,14,f,Individual,0.0,0.0,"3261 Main St
WI 28802"
29000, 60 months,10.5,623.32,C,C2,Human Resources,10+ years,MORTGAGE,25556.54,Source Verified,Mar-2017,Fully Paid,debt_consolidation,Debt consolidation,15.5,Apr-2007,7,0,7960.85,18.9,15,w,Individual,1.0,0.0,"5011 Main St
NE 10471"
36500, 36 months,4.98,1093.61,A,A5,Fire Fighter,10+ years,MORTGAGE,50802.95,Verified,Apr-2016,Fully Paid,debt_consolidation,Debt consolidation,10.93,Mar-2008,9,0,6736.9,19.0,23,w,Individual,6.0,0.0,"7976 Main St
KY 53866"
4000, 60 months,10.51,86.0,B,B1,,8 years,MORTGAGE,60178.04,Not Verified,Jul-2019,Fully Paid,debt_consolidation,Debt consolidation,13.2,Apr-2008,17,0,28302.11,29.0,28,f,Individual,3.0,0.0,"7167 Main St
IN 46391"
39500, 36 months,19.52,1458.32,E,E1,Consultant,4 years,MORTGAGE,144450.04,Source Verified,Mar-2018,Fully Paid,car,Car financing,23.57,Mar-2001,11,0,14437.88,49.2,19,f,Individual,7.0,1.0,"4932 Main St
NM 92586"
28500, 36 months,22.37,1093.89,E,E2,Sales,4 years,OTHER,55674.58,Not Verified,Dec-2020,Charged Off,major_purchase,Major purchase,29.45,Aug-1997,9,0,2704.64,66.7,21,w,Individual,9.0,0.0,"7235 Main St
LA 69937"
34000, 60 months,13.4,780.58,C,C1,Chef,9 years,RENT,55809.3,Source Verified,Dec-2019,Fully Paid,credit_card,Credit card refinancing,9.03,Aug-2000,12,0,9193.65,36.2,19,f,Individual,0.0,0.0,"8570 Main St
IN 33829"
8500, 36 months,3.24,248.09,A,A3,Director,10+ years,RENT,116170.39,Not Verified,Nov-2020,Fully Paid,debt_consolidation,Debt consolidation,12.52,Jun-2000,9,0,80016.83,53.8,20,f,Joint App,5.0,0.0,"4921 Main St
CO 58059"
26000, 36 months,17.36,931.64,E,E2,Server,2 years,MORTGAGE,64423.43,Not Verified,Jan-2015,Fully Paid,home_improvement,Home improvement,19.26,Dec-2009,13,0,11826.22,37.7,23,w,Individual,5.0,0.0,"8769 Main St
NH 55739"
36500, 36 months,14.42,1254.94,D,D2,Manager,10+ years,RENT,37381.65,Verified,Jan-2019,Fully Paid,debt_consolidation,Debt consolidation,14.18,Jun-1991,6,0,5281.89,39.7,16,w,Individual,0.0,0.0,"1845 Main St
SC 55213"
6500, 36 months,4.66,193.82,B,B4,,1 year,MORTGAGE,253931.46,Verified,Sep-2017,Fully Paid,debt_consolidation,Debt consolidation,26.55,Aug-2003,11,0,14162.48,29.6,30,w,Individual,,1.0,"7693 Main St
AZ 83483"
27000, 36 months,10.46,877.06,C,C3,IT Manager,8 years,MORTGAGE,104034.85,Source Verified,Jun-2020,Fully Paid,debt_consolidation,Debt consolidation,10.44,May-1996,14,0,1618.74,,28,f,Individual,1.0,0.0,"3799 Main St
AZ 36772"
38000, 36 months,11.78,1258.15,B,B2,CEO,7 years,RENT,49455.23,Verified,Sep-2018,Charged Off,home_improvement,Home improvement,13.4,Apr-1994,8,0,4631.59,53.6,19,f,Individual,7.0,0.0,"3804 Main St
CO 97069"
3000, 36 months,11.91,99.51,C,C2,General Manager,8 years,OWN,55394.93,Source Verified,Sep-2018,Charged Off,major_purchase,Major purchase,17.62,Sep-2003,16,0,10581.57,49.8,22,f,Individual,3.0,0.0,"5253 Main St
NY 15612"
14000, 60 months,17.7,353.23,E,E1,Server,7 years,MORTGAGE,30432.82,Source Verified,Oct-2020,Fully Paid,credit_card,Credit card refinancing,16.15,Oct-1997,8,0,3931.51,28.2,21,w,Individual,,0.0,"1020 Main St
MO 12984"
6500, 60 months,8.83,134.39,A,A2,CEO,< 1 year,RENT,69982.66,Not Verified,Feb-2019,Charged Off,debt_consolidation,Debt consolidation,14.04,Aug-1996,14,1,8917.12,55.1,25,f,Individual,0.0,0.0,"5436 Main St
ME 84465"
9000, 36 months,3.14,262.29,A,A2,General Manager,10+ years,RENT,104902.15,Verified,Dec-2016,Fully Paid,debt_consolidation,Debt consolidation,17.86,Jul-1996,7,0,10766.52,18.7,19,w,Individual,1.0,1.0,"3723 Main St
MD 88903"
3500, 60 months,3.08,63.01,A,A2,Office Manager,10+ years,OWN,20339.37,Verified,Jun-2020,Fully Paid,major_purchase,Major purchase,21.16,Oct-1994,15,0,10145.81,12.9,23,w,Individual,8.0,0.0,"4191 Main St
ID 67241"
3000, 36 months,11.07,98.32,B,B2,Electrician,7 years,RENT,67901.15,Source Verified,Sep-2020,Fully Paid,credit_card,Credit card refinancing,13.07,Feb-1991,11,0,17390.35,22.5,25,f,Individual,1.0,0.0,"4460 Main St
TN 34543"
29000, 36 months,6.32,886.45,A,A4,Teacher,2 years,OTHER,25243.05,Verified,Apr-2017,Fully Paid,credit_card,Credit card refinancing,15.44,Jul-1985,9,3,10269.67,13.0,22,w,Joint App,7.0,0.0,"1321 Main St
TN 11355"
14500, 36 months,7.67,452.17,B,B3,Vice President,2 years,MORTGAGE,49441.09,Source Verified,Mar-2018,Fully Paid,home_improvement,Home improvement,9.89,Jul-1998,9,2,24954.99,43.2,26,w,Individual,4.0,0.0,"5441 Main St
NC 16588"
39500, 60 months,6.66,775.83,A,A4,Office Manager,< 1 year,RENT,65819.86,Source Verified,Sep-2016,Fully Paid,debt_consolidation,Debt consolidation,11.31,Oct-2004,10,0,2360.56,11.7,20,w,Individual,2.0,0.0,"1678 Main St
VA 51834"
35000, 60 months,8.75,722.3,B,B1,Consultant,8 years,MORTGAGE,67030.43,Not Verified,Jun-2020,Fully Paid,debt_consolidation,Debt consolidation,11.34,Jul-1989,10,0,16570.84,56.4,26,w,Individual,0.0,0.0,"1131 Main St
NY 64299"
30000, 36 months,5.03,899.53,B,B5,Server,6 years,RENT,250132.25,Verified,Dec-2019,Fully Paid,moving,Moving and relocation,16.56,Oct-2011,12,0,7187.29,7.7,24,f,Individual,0.0,1.0,"1295 Main St
IN 92164"
17000, 36 months,3.0,494.38,A,A2,IT Manager,5 years,MORTGAGE,71197.18,Not Verified,Apr-2017,Fully Paid,other,Other,15.53,Jul-2009,11,0,15448.14,21.9,28,w,Individual,3.0,0.0,"5132 Main St
TX 66995"
31500, 36 months,10.3,1020.86,C,C1,Paramedic,7 years,MORTGAGE,42705.78,Verified,Oct-2019,Fully Paid,moving,Moving and relocation,25.47,Mar-2008,9,0,23207.0,2.6,15,f,Individual,0.0,0.0,"8982 Main St
WI 53170"
25500, 36 months,15.25,887.09,C,C5,Sales,10+ years,OWN,33978.51,Not Verified,Sep-2017,Fully Paid,small_business,Business,11.44,Feb-2005,11,0,1913.62,29.5,21,w,Individual,0.0,0.0,"6874 Main St
ND 58242"
10000, 36 months,4.14,295.86,A,A2,Operations Manager,1 year,MORTGAGE,42735.51,Verified,Apr-2015,Fully Paid,debt_consolidation,Debt consolidation,12.73,May-1994,12,0,21914.69,81.9,32,w,Individual,0.0,4.0,"8259 Main St
VA 67729"
35000, 36 months,13.38,1185.7,C,C2,Attorney,7 years,RENT,74935.12,Not Verified,May-2020,Fully Paid,debt_consolidation,Debt consolidation,12.61,Jul-1992,8,0,7678.48,27.5,22,f,Individual,7.0,0.0,"2772 Main St
ID 48286"
33500, 60 months,27.46,1032.16,G,G5,Supervisor,10+ years,MORTGAGE,20815.75,Not Verified,Feb-2016,Charged Off,debt_consolidation,Debt consolidation,49.66,Jul-1985,15,0,4536.79,68.1,32,f,Individual,,0.0,"638 Main St
DE 14108"
24000, 36 months,18.92,878.77,F,F4,Warehouse Worker,10+ years,MORTGAGE,29012.9,Verified,Jan-2018,Charged Off,major_purchase,Major purchase,23.98,Jan-1992,4,3,2389.36,57.4,14,w,Individual,4.0,0.0,"3353 Main St
IL 46953"
20000, 60 months,4.19,370.05,A,A5,,10+ years,OWN,71365.9,Not Verified,Sep-2020,Fully Paid,home_improvement,Home improvement,11.49,Aug-1998,10,0,1526.57,38.8,18,w,Individual,1.0,0.0,"3969 Main St
AK 56279"
34500, 36 months,17.26,1234.49,D,D5,Project Manager,7 years,MORTGAGE,53592.45,Verified,Jan-2016,Fully Paid,debt_consolidation,Debt consolidation,11.22,Feb-2000,14,1,6846.58,38.9,28,f,Joint App,0.0,0.0,"8167 Main St
NY 42032"
17000, 36 months,6.03,517.4,B,B3,President,10+ years,MORTGAGE,79452.92,Not Verified,Sep-2020,Fully Paid,vacation,Vacation,9.79,Jun-1999,8,2,5982.3,37.8,11,w,Individual,4.0,0.0,"1114 Main St
MD 14329"
7000, 60 months,4.27,129.77,A,A2,Customer Service,10+ years,RENT,36984.09,Verified,Mar-2018,Fully Paid,other,Other,21.09,Jun-1999,12,0,22685.38,46.9,24,w,Individual,8.0,0.0,"87 Main St
MD 51119"
27500, 60 months,8.98,570.59,B,B2,Physician,10+ years,RENT,41926.69,Verified,Jan-2015,Charged Off,car,Car financing,33.02,May-2012,13,2,9907.18,51.9,27,w,Individual,5.0,1.0,"1964 Main St
SC 11391"
4000, 36 months,8.18,125.68,B,B4,Supervisor,1 year,MORTGAGE,114254.21,Not Verified,May-2015,Fully Paid,debt_consolidation,Debt consolidation,19.49,May-1999,7,0,4092.3,60.5,13,w,Individual,0.0,0.0,"5459 Main St
DE 70485"
40000, 36 months,15.14,1389.36,C,C4,Paramedic,8 years,MORTGAGE,88729.64,Verified,Jan-2019,Fully Paid,credit_card,Credit card refinancing,15.11,Nov-1997,7,0,23735.03,43.6,22,f,Individual,6.0,0.0,"4912 Main St
ND 56562"
7500, 60 months,13.15,171.22,C,C3,Fire Fighter,10+ years,MORTGAGE,24070.2,Not Verified,Aug-2019,Fully Paid,renewable_energy,Green loan,11.14,Aug-1986,17,0,19457.56,72.3,29,f,Individual,2.0,0.0,"2371 Main St
VA 95690"
10000, 36 months,12.65,335.26,D,D3,Technician,10+ years,MORTGAGE,20924.42,Not Verified,Mar-2020,Charged Off,debt_consolidation,Debt consolidation,25.31,May-2014,8,0,28927.58,13.7,16,w,Individual,4.0,0.0,"5685 Main St
TN 80266"
27500, 36 months,6.81,846.73,B,B3,CFO,5 years,RENT,32148.46,Not Verified,Jul-2017,Charged Off,debt_consolidation,Debt consolidation,13.94,Oct-2012,7,0,11142.81,59.4,21,w,Individual,6.0,0.0,"3025 Main St
ID 52276"
10500, 36 months,8.05,329.27,B,B4,Bus Driver,4 years,MORTGAGE,42063.54,Not Verified,Aug-2015,Fully Paid,credit_card,Credit card refinancing,22.65,Aug-2013,11,1,2217.94,10.3,24,w,Individual,2.0,0.0,"4403 Main St
CA 51856"
15000, 60 months,11.35,328.76,B,B5,Clerk,9 years,RENT,105124.79,Source Verified,Mar-2018,Fully Paid,debt_consolidation,Debt consolidation,32.18,Feb-1994,9,0,4936.54,42.7,24,f,Individual,,0.0,"4905 Main St
MA 43004"
12500, 60 months,6.82,246.45,B,B2,,5 years,MORTGAGE,28337.75,Source Verified,Mar-2019,Fully Paid,debt_consolidation,Debt consolidation,10.94,Aug-1986,11,3,12069.44,12.6,16,w,Individual,2.0,0.0,"4007 Main St
GA 87415"
32000, 60 months,22.67,896.04,G,G2,Security Officer,5 years,RENT,93196.79,Verified,Nov-2020,Fully Paid,debt_consolidation,Debt consolidation,28.03,Jun-1999,4,0,4331.08,28.3,12,w,Individual,2.0,0.0,"7372 Main St
WA 50361"
37500, 36 months,17.54,1347.08,D,D1,Software Engineer,10+ years,MORTGAGE,47803.4,Verified,Aug-2019,Fully Paid,debt_consolidation,Debt consolidation,17.46,Dec-1996,14,0,8341.26,61.2,28,w,Individual,0.0,0.0,"4303 Main St
NC 37196"
29000, 36 months,21.73,1103.48,F,F4,Customer Service,4 years,RENT,55011.35,Source Verified,Nov-2018,Charged Off,debt_consolidation,Debt consolidation,18.88,Apr-2005,7,0,159378.01,32.0,18,f,Joint App,,1.0,"1449 Main St
IL 51378"
4500, 36 months,11.5,148.39,D,D4,Administrative Assistant,9 years,OWN,46020.36,Verified,Aug-2020,Fully Paid,credit_card,Credit card refinancing,24.16,Jun-1998,11,1,685.29,51.8,21,f,Individual,2.0,0.0,"253 Main St
ND 68638"
31500, 60 months,8.05,639.46,B,B3,Physician,10+ years,MORTGAGE,73125.49,Verified,Jun-2019,Fully Paid,debt_consolidation,Debt consolidation,7.5,Jul-2003,10,0,3844.36,53.5,24,w,Individual,0.0,0.0,"1284 Main St
MD 18627"
15000, 36 months,10.43,487.04,B,B1,Cook,9 years,MORTGAGE,108461.45,Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,21.58,Dec-1995,8,2,46484.59,47.4,25,w,Individual,,1.0,"3536 Main St
AL 99890"
37500, 36 months,10.28,1214.96,C,C1,Vice President,6 years,OWN,38861.36,Verified,Oct-2017,Fully Paid,major_purchase,Major purchase,17.98,Nov-2000,12,0,6664.79,,23,w,Individual,,0.0,"2230 Main St
IN 15471"
9000, 36 months,9.24,287.2,B,B4,General Manager,< 1 year,RENT,116322.87,Not Verified,Dec-2016,Fully Paid,debt_consolidation,Debt consolidation,23.02,Oct-1999,7,0,29583.31,41.7,16,f,Individual,5.0,0.0,"979 Main St
NE 79446"
33500, 36 months,18.39,1217.67,D,D3,Mechanic,10+ years,MORTGAGE,99485.16,Verified,Jul-2015,Fully Paid,vacation,Vacation,17.8,Dec-2013,7,0,18633.34,63.1,26,w,Individual,,0.0,"2793 Main St
OR 58000"
3500, 60 months,14.38,82.13,C,C2,Bus Driver,10+ years,OWN,50466.45,Not Verified,Apr-2015,Charged Off,debt_consolidation,Debt consolidation,13.42,Dec-2011,13,0,52798.96,13.7,20,f,Individual,2.0,1.0,"7789 Main St
RI 99523"
29500, 36 months,6.17,899.72,B,B3,Security Officer,10+ years,MORTGAGE,40529.43,Verified,Oct-2019,Fully Paid,debt_consolidation,Debt consolidation,13.71,Nov-1999,11,0,1066.56,55.2,24,w,Individual,1.0,0.0,"9828 Main St
ND 28028"
35000, 60 months,12.08,779.97,D,D2,President,9 years,RENT,138892.43,Verified,May-2018,Fully Paid,credit_card,Credit card refinancing,14.22,Dec-1995,14,0,5868.78,44.7,27,f,Joint App,0.0,0.0,"6109 Main St
MD 29362"
14500, 36 months,17.05,517.33,E,E4,Data Analyst,6 years,RENT,50771.88,Source Verified,Jun-2018,Charged Off,debt_consolidation,Debt consolidation,20.95,Dec-1990,18,0,23713.98,45.6,27,f,Individual,5.0,0.0,"4825 Main St
UT 84634"
31500, 60 months,9.98,668.97,B,B3,Marketing Manager,3 years,RENT,53145.05,Not Verified,May-2016,Fully Paid,home_improvement,Home improvement,30.98,Jul-2013,10,0,12276.38,45.6,18,w,Individual,1.0,2.0,"581 Main St
WY 89454"
21000, 60 months,14.0,488.63,C,C1,Mechanic,,MORTGAGE,77083.52,Not Verified,Jul-2016,Fully Paid,debt_consolidation,Debt consolidation,8.84,Feb-1990,10,0,10054.29,37.5,25,w,Individual,2.0,0.0,"668 Main St
NY 71212"
35000, 36 months,3.09,1019.23,A,A5,Truck Driver,2 years,RENT,95083.29,Verified,Apr-2017,Charged Off,medical,Medical expenses,11.15,Oct-2015,9,0,36322.21,18.1,18,f,Individual,0.0,0.0,"4253 Main St
MA 39816"
21000, 60 months,18.4,537.84,C,C1,Administrative Assistant,10+ years,MORTGAGE,134350.34,Verified,Oct-2018,Fully Paid,small_business,Business,13.05,Jul-1989,20,0,4284.03,62.4,35,w,Individual,2.0,0.0,"8597 Main St
HI 29124"
25000, 36 months,3.0,727.03,A,A2,Financial Analyst,4 years,MORTGAGE,81933.24,Not Verified,Aug-2017,Fully Paid,home_improvement,Home improvement,7.41,Jan-2007,11,0,3952.23,48.8,22,w,Individual,0.0,0.0,"238 Main St
OK 15571"
25000, 60 months,7.0,495.03,A,A4,Business Analyst,5 years,MORTGAGE,65405.63,Source Verified,Feb-2015,Fully Paid,major_purchase,Major purchase,10.3,May-1993,10,0,1847.29,19.2,24,f,Individual,2.0,0.0,"1425 Main St
NE 60946"
38500, 60 months,16.56,947.74,C,C3,Nurse,3 years,MORTGAGE,68884.15,Source Verified,Jan-2019,Fully Paid,other,Other,12.57,Oct-1985,9,0,4490.03,19.4,18,w,Individual,5.0,0.0,"7691 Main St
WI 85891"
36000, 60 months,8.27,734.61,B,B4,IT Manager,6 years,OWN,28489.2,Source Verified,Mar-2018,Fully Paid,credit_card,Credit card refinancing,17.63,Oct-1991,12,1,5178.11,24.1,22,w,Individual,0.0,0.0,"9782 Main St
VT 39409"
2000, 36 months,13.31,67.69,D,D4,Registered Nurse,10+ years,MORTGAGE,49904.15,Source Verified,Nov-2018,Charged Off,debt_consolidation,Debt consolidation,18.37,Feb-2001,8,0,6619.04,48.2,21,w,Individual,0.0,0.0,"2796 Main St
MD 50930"
5500, 36 months,17.76,198.18,E,E2,Vice President,4 years,MORTGAGE,33259.78,Source Verified,Sep-2018,Fully Paid,debt_consolidation,Debt consolidation,11.85,Oct-1985,16,0,20701.35,49.7,33,w,Individual,2.0,0.0,"6666 Main St
VA 90080"
18000, 36 months,4.48,535.28,A,A4,Marketing Manager,10+ years,RENT,98352.82,Not Verified,Jul-2019,Charged Off,car,Car financing,36.9,Jul-1997,12,0,420.53,28.5,31,f,Individual,4.0,0.0,"8401 Main St
UT 89098"
1500, 36 months,19.78,55.58,D,D3,Truck Driver,9 years,RENT,40545.82,Not Verified,Jul-2018,Fully Paid,home_improvement,Home improvement,13.71,Oct-2009,17,0,5709.76,17.3,32,w,Individual,0.0,0.0,"3260 Main St
WY 86181"
12500, 60 months,8.4,255.85,C,C1,CEO,5 years,MORTGAGE,118553.34,Source Verified,Mar-2019,Fully Paid,small_business,Business,19.36,Apr-1999,8,0,9711.97,48.9,21,f,Individual,,0.0,"8444 Main St
AL 92490"
37500, 60 months,3.0,673.83,A,A4,Owner,4 years,MORTGAGE,44910.04,Verified,Jun-2015,Fully Paid,car,Car financing,17.58,Apr-2004,9,0,7146.7,51.5,22,w,Individual,0.0,0.0,"1990 Main St
GA 87434"
19500, 60 months,13.09,444.58,C,C3,Software Engineer,10+ years,OWN,40042.44,Not Verified,Jul-2020,Fully Paid,credit_card,Credit card refinancing,19.59,Oct-1993,8,0,20939.86,35.8,21,f,Individual,1.0,0.0,"3194 Main St
OK 38483"
11500, 36 months,13.74,391.59,C,C3,Customer Service,< 1 year,MORTGAGE,38431.32,Not Verified,Aug-2015,Fully Paid,debt_consolidation,Debt consolidation,24.41,Jul-1986,13,0,14996.44,24.8,18,w,Individual,1.0,0.0,"3562 Main St
DE 97879"
13500, 60 months,17.9,342.08,C,C2,Consultant,10+ years,MORTGAGE,25496.86,Source Verified,Sep-2019,Fully Paid,debt_consolidation,Debt consolidation,15.88,Jan-2001,14,0,7224.02,38.7,24,w,Individual,2.0,2.0,"516 Main St
MN 78645"
22000, 60 months,15.85,533.25,E,E4,Bus Driver,5 years,MORTGAGE,36269.51,Source Verified,Oct-2016,Charged Off,debt_consolidation,Debt consolidation,23.15,Oct-1988,7,0,1051.14,44.6,17,w,Individual,0.0,1.0,"4833 Main St
KY 84942"
28000, 60 months,11.6,617.2,C,C2,Cook,10+ years,MORTGAGE,38433.8,Not Verified,Jul-2015,Charged Off,moving,Moving and relocation,22.31,Aug-1998,12,0,9984.66,37.9,28,w,Individual,0.0,0.0,"1360 Main St
MN 60974"
20000, 36 months,29.9,847.94,G,G1,Police Officer,7 years,RENT,108271.37,Not Verified,Aug-2019,Charged Off,debt_consolidation,Debt consolidation,21.12,Feb-2000,8,0,18641.83,29.2,20,f,Individual,5.0,0.0,"6462 Main St
HI 54594"
15000, 36 months,12.36,500.8,C,C1,CFO,1 year,RENT,50301.38,Not Verified,Aug-2017,Fully Paid,debt_consolidation,Debt consolidation,17.98,Sep-2008,9,0,36009.72,77.6,18,w,Joint App,9.0,2.0,"8150 Main St
NC 59057"
10500, 36 months,4.61,312.86,A,A3,Project Manager,10+ years,OWN,53344.88,Not Verified,May-2017,Fully Paid,debt_consolidation,Debt consolidation,10.55,Feb-1986,11,0,44779.63,52.4,22,w,Individual,1.0,0.0,"1955 Main St
WY 88991"
21000, 36 months,14.37,721.51,C,C4,Software Engineer,1 year,MORTGAGE,46938.12,Source Verified,Dec-2018,Fully Paid,major_purchase,Major purchase,11.48,Feb-2009,13,0,5850.61,21.9,22,w,Joint App,3.0,1.0,"1614 Main St
RI 65493"
27500, 36 months,6.5,842.85,B,B3,Vice President,2 years,MORTGAGE,111437.53,Verified,Nov-2017,Fully Paid,small_business,Business,8.09,Aug-2007,14,0,2809.37,40.6,31,w,Individual,0.0,0.0,"9217 Main St
WV 49802"
10500, 60 months,14.55,247.32,C,C4,Registered Nurse,5 years,RENT,66394.03,Source Verified,Mar-2018,Fully Paid,major_purchase,Major purchase,24.98,Jul-2002,6,0,3420.14,64.0,22,w,Individual,1.0,0.0,"6266 Main St
KY 62528"
10000, 36 months,11.61,330.28,D,D2,Bus Driver,10+ years,OWN,34510.29,Not Verified,Oct-2015,Fully Paid,credit_card,Credit card refinancing,16.8,Feb-1987,18,0,6671.37,54.6,30,w,Joint App,1.0,0.0,"545 Main St
AR 47332"
33500, 36 months,7.44,1041.14,C,C1,Bus Driver,4 years,OWN,27273.07,Source Verified,May-2017,Fully Paid,small_business,Business,25.57,Jan-2015,7,2,10848.88,38.0,24,w,Joint App,3.0,0.0,"3109 Main St
TN 10342"
15500, 36 months,4.45,460.73,A,A1,Attorney,8 years,MORTGAGE,43877.57,Not Verified,Oct-2019,Fully Paid,debt_consolidation,Debt consolidation,9.87,Dec-2013,7,0,6766.3,47.9,22,w,Joint App,4.0,0.0,"1679 Main St
GA 90123"
27000, 60 months,4.31,501.03,C,C2,Physician,7 years,MORTGAGE,123809.14,Verified,Apr-2018,Fully Paid,credit_card,Credit card refinancing,16.57,Sep-1996,14,1,16119.39,39.4,23,w,Joint App,0.0,3.0,"3593 Main St
VT 81281"
17500, 60 months,5.17,331.61,A,A5,Data Analyst,4 years,MORTGAGE,54783.24,Not Verified,Oct-2020,Fully Paid,debt_consolidation,Debt consolidation,12.78,Jun-2005,11,1,4456.08,54.3,20,w,Individual,3.0,0.0,"6542 Main St
ME 88013"
11500, 60 months,9.94,244.0,D,D5,Bus Driver,10+ years,MORTGAGE,120380.03,Verified,Nov-2015,Fully Paid,debt_consolidation,Debt consolidation,11.6,Aug-1998,13,0,6954.58,35.8,19,f,Individual,7.0,0.0,"3222 Main St
NC 10552"
34000, 36 months,16.99,1212.02,D,D5,Truck Driver,7 years,OWN,168023.92,Not Verified,Jan-2019,Fully Paid,debt_consolidation,Debt consolidation,11.67,May-2007,7,0,10481.58,40.2,22,w,Individual,4.0,1.0,"4244 Main St
MA 45145"
3500, 36 months,24.56,138.35,F,F4,Bartender,8 years,OWN,193127.7,Source Verified,Jun-2020,Fully Paid,debt_consolidation,Debt consolidation,50.36,Apr-1993,11,0,10182.59,3.5,29,f,Individual,4.0,0.0,"9547 Main St
AL 88846"
40000, 60 months,4.86,752.29,A,A2,Analyst,3 years,RENT,49346.59,Not Verified,Oct-2019,Fully Paid,debt_consolidation,Debt consolidation,23.1,May-1989,10,0,26910.3,34.0,25,w,Individual,0.0,0.0,"3561 Main St
NJ 77124"
14000, 36 months,13.31,473.81,C,C4,Warehouse Worker,10+ years,RENT,36044.06,Not Verified,May-2019,Fully Paid,debt_consolidation,Debt consolidation,12.83,May-2013,5,0,23817.34,50.2,22,w,Individual,5.0,0.0,"9004 Main St
OK 73816"
5500, 36 months,12.61,184.29,C,C4,Vice President,,RENT,95678.15,Not Verified,Mar-2017,Fully Paid,credit_card,Credit card refinancing,10.48,Nov-1987,12,2,29896.86,35.3,20,w,Individual,0.0,2.0,"9078 Main St
VT 36945"
37000, 36 months,19.12,1358.52,E,E2,Bartender,10+ years,MORTGAGE,30889.17,Verified,Sep-2020,Charged Off,debt_consolidation,Debt consolidation,13.19,Nov-1996,11,0,1894.81,53.7,23,f,Individual,2.0,2.0,"8615 Main St
KY 35225"
24500, 36 months,17.49,879.48,C,C4,Teacher,10+ years,MORTGAGE,60396.26,Not Verified,Apr-2018,Fully Paid,other,Other,31.89,Mar-1997,10,0,6980.28,65.0,21,w,Joint App,,0.0,"4490 Main St
NC 85822"
35500, 36 months,5.79,1076.6,A,A2,Financial Analyst,1 year,RENT,34945.26,Source Verified,May-2018,Fully Paid,debt_consolidation,Debt consolidation,12.45,Apr-1986,10,0,10272.59,46.4,21,w,Individual,2.0,0.0,"7622 Main St
AL 65948"
30000, 36 months,9.93,967.03,B,B5,Owner,< 1 year,RENT,46452.43,Verified,Sep-2015,Fully Paid,debt_consolidation,Debt consolidation,10.24,May-1994,13,0,10294.48,26.9,24,w,Individual,10.0,0.0,"9373 Main St
WA 57201"
30000, 36 months,15.22,1043.19,C,C5,Cook,4 years,MORTGAGE,56405.51,Not Verified,Jan-2015,Fully Paid,debt_consolidation,Debt consolidation,10.38,Jul-2014,6,0,4925.29,52.3,12,w,Individual,5.0,1.0,"5329 Main St
AR 39656"
1500, 36 months,18.34,54.48,D,D4,President,10+ years,RENT,45357.7,Verified,Jul-2018,Fully Paid,major_purchase,Major purchase,24.87,Jan-1991,14,0,10384.95,30.8,28,f,Individual,0.0,0.0,"6083 Main St
AL 62929"
15000, 36 months,26.19,605.88,E,E1,Physician,10+ years,RENT,93275.0,Verified,Mar-2018,Charged Off,home_improvement,Home improvement,11.13,Aug-2002,10,0,15343.51,60.6,19,f,Individual,5.0,0.0,"4829 Main St
OK 51292"
34500, 36 months,8.42,1087.8,B,B2,Manager,10+ years,MORTGAGE,69095.73,Source Verified,Sep-2020,Fully Paid,credit_card,Credit card refinancing,27.59,Dec-1997,6,0,1846.34,7.9,16,w,Individual,5.0,0.0,"718 Main St
MN 29340"
33000, 36 months,23.98,1294.34,F,F3,Bartender,5 years,OWN,33364.42,Source Verified,Oct-2016,Charged Off,credit_card,Credit card refinancing,17.47,Aug-2010,10,0,714.04,45.3,19,f,Individual,3.0,0.0,"7241 Main St
FL 52030"
13500, 36 months,3.7,396.77,A,A3,Truck Driver,10+ years,RENT,35177.74,Verified,Jun-2019,Fully Paid,other,Other,23.27,Sep-1989,6,1,10814.31,68.4,14,w,Individual,0.0,0.0,"8935 Main St
FL 50964"
5500, 36 months,26.36,222.65,G,G4,Owner,5 years,MORTGAGE,40556.17,Source Verified,Jun-2020,Charged Off,debt_consolidation,Debt consolidation,28.51,Dec-2001,10,1,16587.24,29.0,21,w,Individual,2.0,0.0,"1469 Main St
MD 17404"
